zip,city,state,lat,lon
99547,Atka,Alaska,52.1961,-174.2006
99660,Saint Paul Island,Alaska,57.1842,-170.2764
99509,Anchorage,Alaska,61.2181,-149.9003
99523,Anchorage,Alaska,61.2181,-149.9003
99524,Anchorage,Alaska,61.2181,-149.9003
99589,Goodnews Bay,Alaska,59.1189,-161.5875
99670,South Naknek,Alaska,58.6639,-156.9756
99579,Egegik,Alaska,58.2062,-157.3422
99747,Kaktovik,Alaska,70.1319,-143.6239
99749,Kiana,Alaska,66.975,-160.4228
99919,Thorne Bay,Alaska,55.6609,-132.5138
99754,Koyukuk,Alaska,64.8803,-157.7008
36027,Eufaula,Alabama,31.9051,-85.1656
36456,Mc Kenzie,Alabama,31.545,-86.7356
36922,Ward,Alabama,32.3038,-88.1476
36446,Fulton,Alabama,31.7925,-87.72
36346,Jack,Alabama,31.5652,-85.971
35616,Cherokee,Alabama,34.7442,-87.9724
35179,Vinemont,Alabama,34.2621,-86.9125
36759,Marion Junction,Alabama,32.4266,-87.2702
35974,Geraldine,Alabama,34.3592,-86.024
35906,Rainbow City,Alabama,33.9318,-86.0898
35448,Clinton,Alabama,32.9137,-87.9925
36304,Dothan,Alabama,31.156,-85.3559
35020,Bessemer,Alabama,33.409,-86.9475
35091,Kimberly,Alabama,33.7684,-86.8084
35202,Birmingham,Alabama,33.5207,-86.8025
35217,Birmingham,Alabama,33.5887,-86.765
35228,Birmingham,Alabama,33.4558,-86.9118
35586,Sulligent,Alabama,33.8549,-88.1508
35631,Florence,Alabama,34.87,-87.7069
35618,Courtland,Alabama,34.6719,-87.3143
35612,Athens,Alabama,34.7749,-87.0305
36732,Demopolis,Alabama,32.4908,-87.8397
36523,Coden,Alabama,30.3903,-88.2076
36587,Wilmer,Alabama,30.8137,-88.3332
36641,Mobile,Alabama,30.6589,-88.178
35640,Hartselle,Alabama,34.4482,-86.9242
36925,York,Alabama,32.4728,-88.2683
35096,Lincoln,Alabama,33.6059,-86.1112
35457,Echola,Alabama,33.294,-87.7766
35130,Quinton,Alabama,33.6561,-87.1007
72038,Crocketts Bluff,Arkansas,34.4528,-91.2692
72055,Gillett,Arkansas,34.1218,-91.38
72745,Lowell,Arkansas,36.2554,-94.1308
72633,Everton,Arkansas,36.1534,-92.915
72616,Berryville,Arkansas,36.3519,-93.5587
71721,Beirne,Arkansas,33.8887,-93.2041
72454,Piggott,Arkansas,36.387,-90.1926
72157,Springfield,Arkansas,35.2749,-92.5457
72411,Bay,Arkansas,35.7456,-90.5507
72416,Bono,Arkansas,35.9086,-90.7848
72436,Lafe,Arkansas,36.2359,-90.4811
71971,Umpire,Arkansas,34.2921,-94.0314
72522,Charlotte,Arkansas,35.8184,-91.4387
72584,Violet Hill,Arkansas,36.163,-91.8471
72473,Tuckerman,Arkansas,35.7307,-91.2003
71613,Pine Bluff,Arkansas,34.1579,-92.0713
72830,Clarksville,Arkansas,35.4908,-93.4911
71860,Stamps,Arkansas,33.3569,-93.5013
71678,Yorktown,Arkansas,33.9787,-91.6991
72776,Witter,Arkansas,35.9356,-93.621
72428,Etowah,Arkansas,35.7337,-90.1838
72029,Clarendon,Arkansas,34.6601,-91.2564
72001,Adona,Arkansas,35.047,-92.9033
71937,Cove,Arkansas,34.4192,-94.3923
72679,Tilly,Arkansas,35.7341,-92.8391
72449,O Kean,Arkansas,36.1797,-90.8241
72018,Benton,Arkansas,34.5645,-92.5868
72051,Fox,Arkansas,35.7682,-92.3043
72702,Fayetteville,Arkansas,36.0626,-94.1574
72729,Evansville,Arkansas,35.7823,-94.4638
72149,Searcy,Arkansas,35.2474,-91.7314
86044,Tonalea,Arizona,36.7093,-110.8411
85325,Bouse,Arizona,33.9578,-114.0036
85328,Cibola,Arizona,33.3164,-114.665
85004,Phoenix,Arizona,33.4557,-112.0686
85007,Phoenix,Arizona,33.4523,-112.0893
85035,Phoenix,Arizona,33.4724,-112.1832
85083,Phoenix,Arizona,33.7352,-112.1294
85210,Mesa,Arizona,33.3887,-111.8428
85262,Scottsdale,Arizona,33.7752,-111.7791
85263,Rio Verde,Arizona,33.7225,-111.6757
85327,Cave Creek,Arizona,33.8333,-111.9508
86403,Lake Havasu City,Arizona,34.4814,-114.3483
86405,Lake Havasu City,Arizona,34.4839,-114.3225
86510,Pinon,Arizona,36.1002,-110.2211
85756,Tucson,Arizona,32.0839,-110.9004
85658,Marana,Arizona,32.4305,-111.1459
86301,Prescott,Arizona,34.5917,-112.4265
86324,Clarkdale,Arizona,34.7711,-112.0579
94808,Richmond,California,37.9358,-122.3477
95988,Willows,California,39.5353,-122.2597
95545,Honeydew,California,40.2421,-124.0972
93530,Keeler,California,36.4886,-117.8741
93215,Delano,California,35.7715,-119.2459
93304,Bakersfield,California,35.3396,-119.0218
93561,Tehachapi,California,35.1322,-118.449
93202,Armona,California,36.3095,-119.7053
95426,Cobb,California,38.8155,-122.7132
95464,Nice,California,39.1194,-122.8315
90001,Los Angeles,California,33.9731,-118.2479
90057,Los Angeles,California,34.0622,-118.2763
90232,Culver City,California,34.0168,-118.3973
90248,Gardena,California,33.8766,-118.2835
90278,Redondo Beach,California,33.8707,-118.3715
90304,Inglewood,California,33.9379,-118.3586
90410,Santa Monica,California,34.0195,-118.4912
90671,Santa Fe Springs,California,33.9472,-118.0853
90747,Carson,California,33.8671,-118.2538
91009,Duarte,California,34.1395,-117.9773
91108,San Marino,California,34.1207,-118.1117
91329,Northridge,California,34.2283,-118.5368
91330,Northridge,California,34.2283,-118.5368
91357,Tarzana,California,34.1733,-118.554
91393,North Hills,California,34.2364,-118.4847
91611,North Hollywood,California,34.1722,-118.379
91615,North Hollywood,California,34.1722,-118.379
91765,Diamond Bar,California,34.0066,-117.8098
93584,Lancaster,California,34.698,-118.1367
93644,Oakhurst,California,37.3476,-119.6449
93669,Wishon,California,37.281,-119.557
94915,San Rafael,California,38.0739,-122.5594
94920,Belvedere Tiburon,California,37.8843,-122.4637
95728,Soda Springs,California,39.317,-120.4259
90624,Buena Park,California,33.8584,-118.0033
92674,San Clemente,California,33.4409,-117.6211
92707,Santa Ana,California,33.7086,-117.8701
92867,Orange,California,33.811,-117.8493
95648,Lincoln,California,38.8942,-121.2908
95658,Newcastle,California,38.8763,-121.143
95717,Gold Run,California,39.171,-120.8601
95934,Crescent Mills,California,40.0673,-120.9248
96106,Clio,California,39.7546,-120.5951
92201,Indio,California,33.7207,-116.2168
92554,Moreno Valley,California,33.9375,-117.2306
92586,Sun City,California,33.7044,-117.1969
94279,Sacramento,California,38.5816,-121.4944
94298,Sacramento,California,38.5816,-121.4944
95632,Galt,California,38.2691,-121.3
95813,Sacramento,California,38.6026,-121.4475
95815,Sacramento,California,38.6093,-121.4443
95820,Sacramento,California,38.5347,-121.4451
95821,Sacramento,California,38.6239,-121.3837
95864,Sacramento,California,38.5878,-121.3769
92329,Phelan,California,34.4261,-117.5723
92010,Carlsbad,California,33.1639,-117.3009
92054,Oceanside,California,33.2072,-117.3573
92060,Palomar Mountain,California,33.3228,-116.8786
92074,Poway,California,32.9628,-117.0359
92088,Fallbrook,California,33.3764,-117.2511
92107,San Diego,California,32.7425,-117.2433
92117,San Diego,California,32.8239,-117.1965
92153,San Diego,California,32.7153,-117.1573
92166,San Diego,California,32.7153,-117.1573
92169,San Diego,California,32.7153,-117.1573
94109,San Francisco,California,37.7917,-122.4186
94129,San Francisco,California,37.8005,-122.465
94145,San Francisco,California,37.7749,-122.4194
94146,San Francisco,California,37.7749,-122.4194
94172,San Francisco,California,37.7749,-122.4194
95204,Stockton,California,37.9743,-121.3154
95253,Victor,California,38.138,-121.205
95378,Tracy,California,37.6761,-121.433
93408,San Luis Obispo,California,35.2828,-120.6596
94011,Burlingame,California,37.5841,-122.3661
94066,San Bruno,California,37.6247,-122.429
93434,Guadalupe,California,34.96,-120.5703
94309,Palo Alto,California,37.4419,-122.143
80487,Steamboat Springs,Colorado,40.6327,-106.9318
80550,Windsor,Colorado,40.4837,-104.8994
06615,Stratford,Connecticut,41.177,-73.1336
06902,Stamford,Connecticut,41.0602,-73.5445
06032,Farmington,Connecticut,41.7284,-72.8415
06108,East Hartford,Connecticut,41.7803,-72.618
06506,New Haven,Connecticut,41.3082,-72.9282
06519,New Haven,Connecticut,41.2963,-72.9373
06532,New Haven,Connecticut,41.3082,-72.9282
06537,New Haven,Connecticut,41.3657,-72.9275
06335,Gales Ferry,Connecticut,41.4285,-72.0672
06385,Waterford,Connecticut,41.3469,-72.1458
20013,Washington,District of Columbia,38.8933,-77.0146
20244,Washington,District of Columbia,38.8933,-77.0146
20270,Washington,District of Columbia,38.8933,-77.0146
20372,Washington,District of Columbia,38.8933,-77.0146
20440,Washington,District of Columbia,38.9139,-77.0453
20521,Washington,District of Columbia,38.8933,-77.0146
19904,Dover,Delaware,39.1605,-75.5974
19934,Camden Wyoming,Delaware,39.0991,-75.5966
19721,New Castle,Delaware,39.5645,-75.597
19892,Wilmington,Delaware,39.5645,-75.597
19895,Wilmington,Delaware,39.7459,-75.5466
19896,Wilmington,Delaware,39.5645,-75.597
19941,Ellendale,Delaware,38.8057,-75.4056
19951,Harbeson,Delaware,38.6723,-75.2236
19958,Lewes,Delaware,38.7381,-75.1747
32654,Island Grove,Florida,29.4536,-82.1065
32780,Titusville,Florida,28.5697,-80.8191
32783,Titusville,Florida,28.6122,-80.8076
32902,Melbourne,Florida,28.0836,-80.6081
32911,Palm Bay,Florida,28.0345,-80.5887
32920,Cape Canaveral,Florida,28.3903,-80.6043
33022,Hollywood,Florida,26.0134,-80.1442
33025,Hollywood,Florida,25.9921,-80.2712
33071,Pompano Beach,Florida,26.2435,-80.2601
33335,Fort Lauderdale,Florida,26.0892,-80.336
34447,Homosassa Springs,Florida,28.8049,-82.5743
34450,Inverness,Florida,28.834,-82.2822
32079,Penney Farms,Florida,29.9849,-81.8022
34105,Naples,Florida,26.1938,-81.7636
32202,Jacksonville,Florida,30.3299,-81.6517
32212,Jacksonville,Florida,30.2132,-81.69
32217,Jacksonville,Florida,30.2407,-81.617
32522,Pensacola,Florida,30.4213,-87.2169
34606,Spring Hill,Florida,28.4655,-82.5981
34614,Brooksville,Florida,28.6622,-82.5236
33598,Wimauma,Florida,27.7015,-82.3151
33605,Tampa,Florida,27.9671,-82.4334
32455,Ponce De Leon,Florida,30.7041,-85.9546
32948,Fellsmere,Florida,27.7643,-80.6019
34736,Groveland,Florida,28.5644,-81.8745
34748,Leesburg,Florida,28.808,-81.8858
33905,Fort Myers,Florida,26.6693,-81.7605
33972,Lehigh Acres,Florida,26.6492,-81.6167
33990,Cape Coral,Florida,26.6265,-81.9677
32696,Williston,Florida,29.3977,-82.4856
34211,Bradenton,Florida,27.45,-82.3773
34219,Parrish,Florida,27.5572,-82.396
32179,Ocklawaha,Florida,29.0643,-81.8857
33132,Miami,Florida,25.7867,-80.18
33144,Miami,Florida,25.7626,-80.3096
33165,Miami,Florida,25.7343,-80.3588
33168,Miami,Florida,25.8902,-80.2101
33186,Miami,Florida,25.6694,-80.4085
33238,Miami,Florida,25.7743,-80.1937
32751,Maitland,Florida,28.6255,-81.3646
32798,Zellwood,Florida,28.7194,-81.5762
32801,Orlando,Florida,28.5399,-81.3727
32819,Orlando,Florida,28.4522,-81.4678
32826,Orlando,Florida,28.5826,-81.1907
32867,Orlando,Florida,28.5663,-81.2608
34758,Kissimmee,Florida,28.1984,-81.487
33445,Delray Beach,Florida,26.4564,-80.1054
33461,Lake Worth,Florida,26.6232,-80.0946
33497,Boca Raton,Florida,26.3587,-80.0831
34679,Aripeka,Florida,28.4302,-82.6616
34684,Palm Harbor,Florida,28.0848,-82.7253
32148,Interlachen,Florida,29.627,-81.8894
32259,Saint Johns,Florida,30.0815,-81.5477
34954,Fort Pierce,Florida,27.3822,-80.409
34238,Sarasota,Florida,27.2427,-82.4751
34292,Venice,Florida,27.09,-82.37
32732,Geneva,Florida,28.7503,-81.1114
33513,Bushnell,Florida,28.6611,-82.1553
33514,Center Hill,Florida,28.6635,-81.9963
33585,Sumterville,Florida,28.7356,-82.0616
32071,O Brien,Florida,30.0381,-82.93
32116,Daytona Beach,Florida,29.1091,-80.9843
32126,Daytona Beach,Florida,29.2108,-81.0228
32180,Pierson,Florida,29.2226,-81.4353
32745,Mid Florida,Florida,28.7676,-81.3522
31209,Macon,Georgia,32.8067,-83.6913
30461,Statesboro,Georgia,32.45,-81.7158
30426,Girard,Georgia,33.0437,-81.7106
30439,Metter,Georgia,32.401,-82.0607
30185,Whitesburg,Georgia,33.5111,-84.9254
30169,Canton,Georgia,34.234,-84.4904
31554,Nicholls,Georgia,31.4498,-82.6032
39819,Bainbridge,Georgia,30.9039,-84.569
30074,Redan,Georgia,33.7454,-84.1316
31070,Pinehurst,Georgia,32.1967,-83.7209
30634,Dewy Rose,Georgia,34.1853,-82.9434
30005,Alpharetta,Georgia,34.0782,-84.2281
30302,Atlanta,Georgia,33.749,-84.388
30314,Atlanta,Georgia,33.7561,-84.4255
30353,Atlanta,Georgia,33.749,-84.388
30539,East Ellijay,Georgia,34.684,-84.4727
30139,Fairmount,Georgia,34.4362,-84.6999
30701,Calhoun,Georgia,34.4965,-84.9345
30732,Oakman,Georgia,34.569,-84.7119
39897,Whigham,Georgia,30.8836,-84.3246
31315,Fort Stewart,Georgia,31.8938,-81.5902
30470,Tarrytown,Georgia,32.3188,-82.5593
30663,Rutledge,Georgia,33.6163,-83.6023
30705,Chatsworth,Georgia,34.7589,-84.7943
30711,Crandall,Georgia,34.9412,-84.7645
30258,Molena,Georgia,32.9978,-84.4558
30552,Lakemont,Georgia,34.7617,-83.4038
30815,Hephzibah,Georgia,33.3433,-82.0887
30904,Augusta,Georgia,33.4737,-82.0131
30914,Augusta,Georgia,33.386,-82.091
30557,Martin,Georgia,34.487,-83.1849
31502,Waycross,Georgia,31.2137,-82.3557
30819,Mesena,Georgia,33.4599,-82.5901
96745,Kailua Kona,Hawaii,19.5935,-155.438
96780,Papaaloa,Hawaii,19.9751,-155.2203
96828,Honolulu,Hawaii,21.294,-157.8226
96850,Honolulu,Hawaii,21.3095,-157.863
96793,Wailuku,Hawaii,20.8966,-156.5036
52151,Lansing,Iowa,43.3661,-91.266
52160,New Albin,Iowa,43.4899,-91.2942
52571,Moravia,Iowa,40.8825,-92.8534
50031,Beaver,Iowa,42.0387,-94.1436
50592,Truesdale,Iowa,42.7262,-95.1853
51430,Arcadia,Iowa,42.0573,-95.0371
50174,Murray,Iowa,41.0376,-93.953
51442,Denison,Iowa,42.0196,-95.3636
51465,Vail,Iowa,42.0338,-95.1778
50067,Decatur,Iowa,40.743,-93.8317
50108,Grand River,Iowa,40.8137,-93.9544
50140,Lamoni,Iowa,40.6229,-93.9349
52032,Bernard,Iowa,42.3321,-90.863
52079,Zwingle,Iowa,42.2775,-90.7507
50258,Union,Iowa,42.2521,-93.0562
51445,Ida Grove,Iowa,42.34,-95.4645
52334,South Amana,Iowa,41.7576,-91.9263
50127,Ira,Iowa,41.7771,-93.2058
50168,Mingo,Iowa,41.7898,-93.288
52338,Swisher,Iowa,41.8268,-91.6739
52205,Anamosa,Iowa,42.1078,-91.2851
52550,Delta,Iowa,41.3167,-92.3359
50556,Ledyard,Iowa,43.4346,-94.1503
52233,Hiawatha,Iowa,42.0425,-91.677
52324,Palo,Iowa,42.0365,-91.7877
52404,Cedar Rapids,Iowa,41.9521,-91.6853
52754,Letts,Iowa,41.293,-91.204
51540,Hastings,Iowa,41.0132,-95.5008
51554,Mineola,Iowa,41.1414,-95.7005
50460,Orchard,Iowa,43.2355,-92.72
52769,Stockton,Iowa,41.5914,-90.8588
51342,Graettinger,Iowa,43.2277,-94.7334
50226,Polk City,Iowa,41.7549,-93.6893
50266,West Des Moines,Iowa,41.5695,-93.7994
52746,Donahue,Iowa,41.7093,-90.6829
51447,Kirkman,Iowa,41.7308,-95.2671
51530,Earling,Iowa,41.7925,-95.421
51023,Hawarden,Iowa,43.0013,-96.473
50010,Ames,Iowa,42.0379,-93.6003
52588,Selma,Iowa,40.864,-92.1736
51054,Sergeant Bluff,Iowa,42.4019,-96.3534
83830,Fernwood,Idaho,47.116,-116.3831
83851,Plummer,Idaho,47.3278,-116.8662
83826,Eastport,Idaho,48.9994,-116.1813
83651,Nampa,Idaho,43.5834,-116.5848
83687,Nampa,Idaho,43.5937,-116.536
83627,Hammett,Idaho,42.9457,-115.4662
83283,Thatcher,Idaho,42.3794,-111.6841
83314,Bliss,Idaho,42.9449,-114.9104
83854,Post Falls,Idaho,47.7205,-116.9353
83871,Troy,Idaho,46.7426,-116.7681
83839,Kingston,Idaho,47.5509,-116.2887
83868,Smelterville,Idaho,47.5362,-116.2062
83672,Weiser,Idaho,44.2522,-116.9651
62359,Paloma,Illinois,40.0366,-91.2053
61345,Neponset,Illinois,41.2905,-89.7944
61349,Ohio,Illinois,41.5371,-89.4574
61849,Homer,Illinois,40.0346,-87.9627
62557,Pana,Illinois,39.3971,-89.1048
62474,Westfield,Illinois,39.4564,-87.9961
62879,Sailor Springs,Illinois,38.7639,-88.3631
62219,Beckemeyer,Illinois,38.6058,-89.4319
60094,Palatine,Illinois,42.1103,-88.0342
60141,Hines,Illinois,41.8623,-87.8355
60155,Broadview,Illinois,41.8577,-87.8562
60304,Oak Park,Illinois,41.8725,-87.7877
60501,Summit Argo,Illinois,41.7801,-87.824
60656,Chicago,Illinois,41.9735,-87.8658
60696,Chicago,Illinois,41.8684,-87.6649
60712,Lincolnwood,Illinois,42.008,-87.7361
60556,Waterman,Illinois,41.7504,-88.7754
61953,Tuscola,Illinois,39.7995,-88.2816
60439,Lemont,Illinois,41.7074,-87.9756
61917,Brocton,Illinois,39.6923,-87.9263
62891,Valier,Illinois,38.0222,-89.0351
61519,Bryant,Illinois,40.4663,-90.091
61471,Raritan,Illinois,40.6959,-90.8274
60938,Gilman,Illinois,40.768,-87.9933
60973,Wellington,Illinois,40.5339,-87.6561
62889,Texico,Illinois,38.425,-88.8702
62028,Elsah,Illinois,38.9594,-90.3541
61059,Nora,Illinois,42.4558,-89.9454
60510,Batavia,Illinois,41.8482,-88.3098
60543,Oswego,Illinois,41.6849,-88.3453
60545,Plano,Illinois,41.667,-88.5384
60069,Lincolnshire,Illinois,42.1976,-87.9261
60086,North Chicago,Illinois,42.4333,-87.7766
61021,Dixon,Illinois,41.8478,-89.4893
61031,Franklin Grove,Illinois,41.858,-89.3171
60460,Odell,Illinois,41.0238,-88.5156
61319,Cornell,Illinois,41.031,-88.7668
61748,Hudson,Illinois,40.6205,-88.9759
62667,Modesto,Illinois,39.476,-89.9794
62034,Glen Carbon,Illinois,38.7609,-89.9706
62061,Marine,Illinois,38.7793,-89.7786
62617,Bath,Illinois,40.1536,-90.1661
62256,Maeystown,Illinois,38.3043,-90.1356
62032,Fillmore,Illinois,39.1039,-89.2946
62601,Alexander,Illinois,39.7517,-90.0458
61925,Dalton City,Illinois,39.7119,-88.7975
61043,Holcomb,Illinois,42.0647,-89.0957
61602,Peoria,Illinois,40.6936,-89.589
61605,Peoria,Illinois,40.6775,-89.6263
61613,Peoria,Illinois,40.7425,-89.6279
61643,Peoria,Illinois,40.7442,-89.7184
62832,Du Quoin,Illinois,38.0137,-89.2333
62355,Nebo,Illinois,39.4202,-90.7692
62996,Villa Ridge,Illinois,37.1578,-89.1825
62452,Parkersburg,Illinois,38.59,-88.0647
61239,Carbon Cliff,Illinois,41.4948,-90.3907
61264,Milan,Illinois,41.4262,-90.5739
62225,Scott Air Force Base,Illinois,38.5432,-89.859
62677,Pleasant Plains,Illinois,39.8331,-89.8686
62703,Springfield,Illinois,39.7622,-89.6275
62708,Springfield,Illinois,39.8061,-89.5864
62767,Springfield,Illinois,39.7495,-89.606
62791,Springfield,Illinois,39.7495,-89.606
62681,Rushville,Illinois,40.1133,-90.5432
61814,Bismarck,Illinois,40.2552,-87.6138
61832,Danville,Illinois,40.137,-87.6217
61833,Tilton,Illinois,40.0964,-87.644
62855,Lancaster,Illinois,38.4034,-87.8187
62446,Mount Erie,Illinois,38.5222,-88.2185
62851,Keenes,Illinois,38.3691,-88.6481
61252,Fulton,Illinois,41.8522,-90.1507
60404,Shorewood,Illinois,41.5076,-88.2169
60481,Wilmington,Illinois,41.3078,-88.1467
61132,Loves Park,Illinois,42.3254,-89.1705
46797,Woodburn,Indiana,41.1253,-84.8533
46835,Fort Wayne,Indiana,41.1371,-85.0685
47202,Columbus,Indiana,39.2014,-85.9214
46994,Walton,Indiana,40.6772,-86.2805
46039,Forest,Indiana,40.3757,-86.3201
47118,English,Indiana,38.3258,-86.4429
47396,Yorktown,Indiana,40.1836,-85.496
46517,Elkhart,Indiana,41.6469,-85.9728
46573,Wakarusa,Indiana,41.5401,-86.0205
47949,Hillsboro,Indiana,40.0835,-87.1545
46938,Jonesboro,Indiana,40.4815,-85.6365
46030,Arcadia,Indiana,40.1776,-86.0409
46123,Avon,Indiana,39.7629,-86.3996
47228,Cortland,Indiana,38.9745,-85.9628
47470,Williams,Indiana,38.7735,-86.6285
46209,Indianapolis,Indiana,39.7795,-86.1328
46216,Indianapolis,Indiana,39.8647,-86.0136
46959,Miami,Indiana,40.6147,-86.1064
46128,Fillmore,Indiana,39.6475,-86.7469
46561,Osceola,Indiana,41.6695,-86.087
46635,South Bend,Indiana,41.7168,-86.2078
46779,Pleasant Lake,Indiana,41.5843,-85.0213
47706,Evansville,Indiana,37.9971,-87.575
47809,Terre Haute,Indiana,39.471,-87.4111
47870,Prairieton,Indiana,39.3712,-87.4759
46992,Wabash,Indiana,40.7909,-85.8321
47357,Milton,Indiana,39.7763,-85.1423
66033,Greeley,Kansas,38.3524,-95.1188
66738,Fulton,Kansas,38.0134,-94.7183
67154,Whitewater,Kansas,37.9612,-97.1308
66725,Columbus,Kansas,37.1699,-94.8899
67023,Cambridge,Kansas,37.3161,-96.6645
67439,Ellsworth,Kansas,38.7312,-98.2057
66440,Hoyt,Kansas,39.2552,-95.6867
66216,Shawnee,Kansas,39.0417,-94.7202
66282,Overland Park,Kansas,38.8999,-94.832
67035,Cunningham,Kansas,37.6309,-98.3564
67068,Kingman,Kansas,37.5964,-98.1304
66020,Easton,Kansas,39.3391,-95.0999
66056,Mound City,Kansas,38.156,-94.8186
66859,Lost Springs,Kansas,38.5657,-96.9799
67550,Larned,Kansas,38.1946,-99.101
66521,Onaga,Kansas,39.4889,-96.17
67581,Sylvia,Kansas,37.9557,-98.4068
67585,Yoder,Kansas,37.9412,-97.8711
67524,Chase,Kansas,38.3635,-98.3556
67211,Wichita,Kansas,37.6662,-97.3165
67859,Kismet,Kansas,37.2042,-100.7014
67855,Johnson,Kansas,37.5694,-101.7194
66945,Hanover,Kansas,39.8927,-96.8689
42127,Cave City,Kentucky,37.117,-85.9443
42223,Fort Campbell,Kentucky,36.6543,-87.4606
42603,Alpha,Kentucky,36.7824,-85.0275
40524,Lexington,Kentucky,38.0283,-84.4715
40583,Lexington,Kentucky,38.0283,-84.4715
41049,Hillsboro,Kentucky,38.2929,-83.6697
41065,Muses Mills,Kentucky,38.3501,-83.5271
41601,Allen,Kentucky,37.6074,-82.7225
42040,Farmington,Kentucky,36.6,-88.5186
40808,Big Laurel,Kentucky,36.9798,-83.2171
40815,Cawood,Kentucky,36.7812,-83.2914
40855,Lynch,Kentucky,36.9603,-82.9198
42419,Henderson,Kentucky,37.8072,-87.5991
42451,Reed,Kentucky,37.8588,-87.3704
42452,Robards,Kentucky,37.6758,-87.5266
42457,Smith Mills,Kentucky,37.8323,-87.7889
40215,Louisville,Kentucky,38.1913,-85.7847
40223,Louisville,Kentucky,38.2651,-85.5582
40294,Louisville,Kentucky,38.2542,-85.7594
41834,Littcarr,Kentucky,37.2409,-82.9488
41843,Pine Top,Kentucky,37.2868,-82.8741
40997,Walker,Kentucky,36.8911,-83.6616
42764,Mount Sherman,Kentucky,37.426,-85.6191
40737,Keavy,Kentucky,37.0156,-84.1436
41232,Lowmansville,Kentucky,37.9315,-82.7349
41397,Zoe,Kentucky,37.6867,-83.6702
40826,Eolia,Kentucky,37.0618,-82.7706
41855,Thornton,Kentucky,37.1906,-82.7851
42028,Burna,Kentucky,37.2392,-88.3379
42202,Adairville,Kentucky,36.6914,-86.8585
42265,Olmstead,Kentucky,36.7595,-86.9804
40060,Raywick,Kentucky,37.538,-85.43
41056,Maysville,Kentucky,38.6207,-83.8067
40346,Means,Kentucky,37.9807,-83.7447
42157,Mount Hermon,Kentucky,36.7723,-85.8195
41520,Dorton,Kentucky,37.279,-82.5773
41527,Forest Hills,Kentucky,37.6432,-82.2991
41534,Hellier,Kentucky,37.2876,-82.4713
41553,Phelps,Kentucky,37.4987,-82.1584
42501,Somerset,Kentucky,37.1029,-84.5443
40445,Livingston,Kentucky,37.3074,-84.2318
21139,Riderwood,Maryland,39.4093,-76.6486
21252,Towson,Maryland,39.4015,-76.6019
21904,Port Deposit,Maryland,39.6151,-76.0633
21918,Conowingo,Maryland,39.6778,-76.1572
21790,Tuscarora,Maryland,39.2667,-77.5101
21538,Kitzmiller,Maryland,39.4169,-79.2222
21737,Glenelg,Maryland,39.2546,-77.0198
20824,Bethesda,Maryland,38.9807,-77.1003
20861,Ashton,Maryland,39.151,-76.9924
20903,Silver Spring,Maryland,39.0095,-76.9846
20997,Silver Spring,Maryland,38.9907,-77.0261
20735,Clinton,Maryland,38.7549,-76.9026
20747,District Heights,Maryland,38.8539,-76.8891
21619,Chester,Maryland,38.9583,-76.2842
20620,Callaway,Maryland,38.2275,-76.521
21713,Boonsboro,Maryland,39.552,-77.6957
21861,Sharptown,Maryland,38.5389,-75.7192
04766,Perham,Maine,46.8816,-68.2391
04785,Van Buren,Maine,47.1589,-67.9459
04057,North Bridgton,Maine,44.0987,-70.6987
04071,Raymond,Maine,43.9219,-70.4498
04109,Portland,Maine,43.6783,-70.1987
04420,Castine,Maine,44.413,-68.798
04613,Birch Harbor,Maine,44.3842,-68.0317
04918,Belgrade Lakes,Maine,44.5265,-69.887
04281,South Paris,Maine,44.2167,-70.5012
04489,Stillwater,Maine,44.9084,-68.6864
04493,West Enfield,Maine,45.2378,-68.5338
04777,Stacyville,Maine,45.8637,-68.5053
04928,Corinna,Maine,44.926,-69.2323
04485,Shirley Mills,Maine,45.3609,-69.6202
04357,Richmond,Maine,44.1042,-69.8211
04961,New Portland,Maine,44.9251,-70.0231
04454,Lambert Lake,Maine,45.5459,-67.5269
04492,Waite,Maine,45.3492,-67.678
04686,Wesley,Maine,44.9854,-67.6991
03904,Kittery,Maine,43.0921,-70.7429
04083,Springvale,Maine,43.4715,-70.8064
48745,Mikado,Michigan,44.5833,-83.4355
48710,University Center,Michigan,43.5566,-83.9943
49084,Riverside,Michigan,42.1834,-86.3828
48622,Farwell,Michigan,43.8342,-84.8754
48853,Maple Rapids,Michigan,43.0992,-84.6898
49864,Nahma,Michigan,45.8424,-86.6558
49872,Perkins,Michigan,45.9925,-87.0792
48827,Eaton Rapids,Michigan,42.5166,-84.6565
48553,Flint,Michigan,42.9736,-83.7203
48556,Flint,Michigan,43.0327,-83.6463
48720,Bay Port,Michigan,43.8377,-83.3525
48805,Okemos,Michigan,42.5992,-84.372
49234,Clarklake,Michigan,42.1235,-84.3521
49259,Munith,Michigan,42.3703,-84.2485
49277,Rives Junction,Michigan,42.3887,-84.4589
49019,Kalamazoo,Michigan,42.2454,-85.5299
49503,Grand Rapids,Michigan,42.9659,-85.6527
49508,Grand Rapids,Michigan,42.8894,-85.6219
49515,Grand Rapids,Michigan,43.0314,-85.5503
49530,Grand Rapids,Michigan,43.0314,-85.5503
49220,Addison,Michigan,42.0036,-84.3122
48090,Warren,Michigan,42.4775,-83.0277
48179,South Rockwood,Michigan,42.0624,-83.2663
49309,Bitely,Michigan,43.7321,-85.8778
